         2845735542 function calls (2796917270 primitive calls) in 4878.625 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
 13493482   35.745    0.000   60.607    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:139(_commonType)
  8026320    7.926    0.000   53.237    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\fft\helper.py:311(_prune_cache)
 24203118   16.489    0.000   44.521    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:55(_wrapfunc)
  8026320   13.259    0.000   43.644    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\fft\helper.py:317(_check_size)
 11458184   17.085    0.000   40.340    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:180(_fastCopyAndTranspose)
 21262853   39.580    0.000   39.580    0.000 {method 'astype' of 'numpy.ndarray' objects}
   189300   12.917    0.000   36.273    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\linalg\basic.py:892(lstsq)
  1841201   18.598    0.000   36.000    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:1752(det)
  4815687    8.550    0.000   35.978    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:2365(identity)
   189300    0.738    0.000   35.158    0.000 C:\Users\emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\matlab.py:25(filtfilt)
 11458184   34.485    0.000   34.485    0.000 {built-in method numpy.linalg.lapack_lite.dgelsd}
   189300    3.056    0.000   34.253    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\signal\signaltools.py:2926(filtfilt)
   189300    1.568    0.000   34.051    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\signal\filter_design.py:907(zpk2tf)
 23299765   16.426    0.000   32.870    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:106(_makearray)
 11018424    6.557    0.000   32.284    0.000 C:\Users\emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\pipeline_three.py:1502(_m3D)
   567900    4.266    0.000   31.785    0.000 C:\Users\emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\matlab.py:61(Taper)
   378600    7.130    0.000   30.514    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\polynomial.py:32(poly)
  4430294    6.650    0.000   29.542    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1886(any)
  7388073   28.247    0.000   28.247    0.000 {method 'reduce' of 'numpy.ufunc' objects}
 11586324    6.741    0.000   27.565    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:138(reshape)
   605760    4.689    0.000   27.283    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\fft\fftpack.py:198(ifft)
 43503537   12.705    0.000   26.561    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:463(asarray)
 11836784    8.206    0.000   25.101    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:504(transpose)
    37860    0.117    0.000   24.988    0.001 C:\Users\emily\Anaconda3\lib\site-packages\spectrum\mtm.py:417(_autocov)
    37860    1.429    0.000   24.847    0.001 C:\Users\emily\Anaconda3\lib\site-packages\spectrum\mtm.py:433(_crosscov)
    37860    2.394    0.000   23.376    0.001 C:\Users\emily\Anaconda3\lib\site-packages\spectrum\mtm.py:514(_fftconvolve)
  8026320    9.070    0.000   22.177    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\fft\helper.py:318(<listcomp>)
 22916368   21.803    0.000   21.803    0.000 {built-in method numpy.core.multiarray._fastCopyAndTranspose}
  5004987   15.380    0.000   21.174    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\twodim_base.py:139(eye)
  4430294    3.636    0.000   19.568    0.000 {method 'any' of 'numpy.ndarray' objects}
194487358   18.638    0.000   18.638    0.000 {method 'append' of 'list' objects}
217125511   18.374    0.000   18.374    0.000 {built-in method builtins.len}
 11458184   13.694    0.000   17.510    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:168(_to_native_byte_order)
  8026320   10.740    0.000   17.375    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\fft\helper.py:283(pop_twiddle_factors)
276314082   17.001    0.000   17.001    0.000 {built-in method builtins.abs}
  4430294    1.699    0.000   15.932    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\_methods.py:37(_any)
 38634448   10.714    0.000   15.403    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:111(isComplexType)
 36599150   10.149    0.000   15.182    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:124(_realType)
   189300    3.070    0.000   15.137    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\signal\signaltools.py:2543(lfilter_zi)
 24078960    9.736    0.000   14.804    0.000 {built-in method builtins.sum}
 59364078   14.114    0.000   14.114    0.000 {built-in method builtins.min}
  3161993    2.823    0.000   13.988    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:150(ones)
 41610816   13.691    0.000   13.691    0.000 {built-in method builtins.max}
   378600    4.225    0.000   13.409    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\index_tricks.py:247(__getitem__)
 11837212   13.141    0.000   13.141    0.000 {method 'reshape' of 'numpy.ndarray' objects}
 11458184    7.737    0.000   12.470    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:223(_assertNoEmpty2d)
 13112686   11.808    0.000   11.808    0.000 {method 'copy' of 'numpy.ndarray' objects}
    75720    9.563    0.000   11.414    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\fftpack\basic.py:184(fft)
   605760   11.313    0.000   11.313    0.000 {built-in method numpy.fft.fftpack_lite.cfftb}
    37860    1.333    0.000   11.254    0.000 C:\Users\emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\pipeline_three.py:1166(_RotateToPSV)
   568499    7.698    0.000   11.207    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\function_base.py:4894(insert)
   189300    6.632    0.000   10.723    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\signal\filter_design.py:2081(_zpklp2bp)
   567900    9.221    0.000   10.400    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\function_base.py:3384(hanning)
  1154859    2.862    0.000    9.882    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2174(amax)
   492180    2.483    0.000    9.696    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\fft\helper.py:22(fftshift)
 48651283    9.567    0.000    9.567    0.000 {built-in method builtins.getattr}
 66464974    9.270    0.000    9.270    0.000 {built-in method builtins.issubclass}
   567900    1.444    0.000    8.575    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:964(find_common_type)
   189300    3.493    0.000    8.568    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\signal\filter_design.py:1919(_zpkbilinear)
   378600    0.595    0.000    8.520    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\signal\signaltools.py:1193(lfilter)
  1514400    3.355    0.000    8.401    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:978(convolve)
    37860    7.575    0.000    7.758    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\fftpack\basic.py:292(ifft)
   297012    4.773    0.000    7.717    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\function_base.py:25(linspace)
  4967877    5.331    0.000    7.600    0.000 <frozen importlib._bootstrap>:997(_handle_fromlist)
  3209696    7.580    0.000    7.580    0.000 {built-in method numpy.core.multiarray.copyto}
   189300    0.258    0.000    7.236    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\linalg\lapack.py:469(get_lapack_funcs)
   378600    7.050    0.000    7.050    0.000 {built-in method scipy.signal.sigtools._linear_filter}
  1154859    0.497    0.000    7.021    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\_methods.py:25(_amax)
   189300    1.666    0.000    6.978    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\linalg\blas.py:226(_get_funcs)
   151440    0.197    0.000    6.950    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\function_base.py:4020(median)
   189300    3.677    0.000    6.894    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\linalg\lapack.py:511(_compute_lwork)
   681480    0.860    0.000    6.801    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:70(take)
   151440    0.379    0.000    6.753    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\function_base.py:3966(_ureduce)
   379350    0.768    0.000    6.688    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2806(mean)
  1135800    4.822    0.000    6.334    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:942(_can_coerce_all)
   151440    1.181    0.000    6.255    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\function_base.py:4108(_median)
   378600    1.641    0.000    6.191    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\_lib\_util.py:192(_asarray_validated)
   379350    2.273    0.000    5.920    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\_methods.py:53(_mean)
  2743781    5.907    0.000    5.907    0.000 {built-in method numpy.core.multiarray.arange}
 11458184    5.823    0.000    5.823    0.000 {built-in method math.log}
 16052640    5.613    0.000    5.613    0.000 {method 'pop' of 'collections.OrderedDict' objects}
   189300    2.680    0.000    5.556    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:300(solve)
 37545650    5.287    0.000    5.287    0.000 {method 'get' of 'dict' objects}
 11912504    5.231    0.000    5.231    0.000 {method 'transpose' of 'numpy.ndarray' objects}
 11458184    5.189    0.000    5.189    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:192(_assertRank2)
 32105280    5.068    0.000    5.068    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\fft\helper.py:318(<genexpr>)
   189300    0.455    0.000    4.746    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\signal\signaltools.py:3122(_validate_pad)
 22916368    4.732    0.000    4.732    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:219(_isEmpty2d)
   189300    4.130    0.000    4.685    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\linalg\special_matrices.py:555(companion)
     4797    4.561    0.001    4.664    0.001 C:\Users\emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:449(inv)
   189300    0.830    0.000    4.582    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\linalg\blas.py:177(find_best_blas_type)
   189300    2.472    0.000    4.290    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\signal\_arraytools.py:57(odd_ext)
  3743058    4.242    0.000    4.242    0.000 {built-in method numpy.core.multiarray.empty}
   947099    1.079    0.000    4.040    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:709(sort)
   378600    1.873    0.000    4.027    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\function_base.py:1152(asarray_chkfinite)
  1879061    4.018    0.000    4.018    0.000 {method 'astype' of 'numpy.generic' objects}
   818788    0.691    0.000    3.982    0.000 {method 'all' of 'numpy.ndarray' objects}
  2035298    2.601    0.000    3.879    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:209(_assertNdSquareness)
   681480    3.324    0.000    3.324    0.000 {method 'take' of 'numpy.ndarray' objects}
   189300    2.688    0.000    3.296    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\signal\filter_design.py:3324(buttap)
    23726    2.051    0.000    3.295    0.000 C:\Users\emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\pipeline_three.py:533(MakeFullModel)
   818788    0.339    0.000    3.291    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\_methods.py:40(_all)
 23110465    3.081    0.000    3.081    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
  8026320    3.074    0.000    3.074    0.000 {method 'pop' of 'list' objects}
   379199    0.689    0.000    2.935    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\function_base.py:5100(append)
   189300    0.306    0.000    2.831    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\arraysetops.py:113(unique)
 10795715    2.215    0.000    2.453    0.000 {built-in method builtins.isinstance}
   378600    0.569    0.000    2.447    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1973(all)
  1514400    2.429    0.000    2.429    0.000 {built-in method numpy.core.multiarray.correlate}
 10617235    2.427    0.000    2.427    0.000 {built-in method builtins.hasattr}
   189300    1.234    0.000    2.402    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\arraysetops.py:250(_unique1d)
    24999    0.417    0.000    2.141    0.000 C:\Users\emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\pipeline_three.py:829(Mutate3)
   378600    1.184    0.000    2.137    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\type_check.py:17(mintypecode)
   201900    0.543    0.000    2.064    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:42(_wrapit)
  1703700    1.988    0.000    1.988    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\signal\_arraytools.py:9(axis_slice)
   189300    0.558    0.000    1.930    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1730(sum)
   378600    0.701    0.000    1.878    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2408(prod)
  1136399    1.738    0.000    1.738    0.000 {method 'sort' of 'numpy.ndarray' objects}
    25000    0.416    0.000    1.714    0.000 C:\Users\emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\pipeline_three.py:507(CheckPrior3)
  3672808    1.671    0.000    1.671    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\type_check.py:148(imag)
   227160    1.611    0.000    1.611    0.000 {built-in method numpy.core.multiarray.dot}
  1841201    1.165    0.000    1.575    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:2135(isscalar)
      750    0.008    0.000    1.529    0.002 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\npyio.py:435(save)
  1514400    1.085    0.000    1.491    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:904(_mode_from_name)
  8026320    1.487    0.000    1.487    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\fft\fftpack.py:95(_unitary)
   719340    1.130    0.000    1.423    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:1432(rollaxis)
 11458184    1.410    0.000    1.410    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:130(_linalgRealType)
    75720    0.647    0.000    1.410    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\fftpack\basic.py:146(_fix_shape)
   151440    0.201    0.000    1.321    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:553(partition)
   151440    0.905    0.000    1.284    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\utils.py:1119(_median_nancheck)
   189300    0.097    0.000    1.272    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\_methods.py:31(_sum)
   379199    0.499    0.000    1.188    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1380(ravel)
    23726    0.142    0.000    1.178    0.000 C:\Users\emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\pipeline_three.py:1606(Mahalanobis3)
   378600    0.141    0.000    1.177    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\_methods.py:34(_prod)
  2035298    1.165    0.000    1.165    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:198(_assertRankAtLeast2)
  8026320    1.126    0.000    1.126    0.000 {method 'values' of 'collections.OrderedDict' objects}
   189300    0.272    0.000    1.108    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:774(__getitem__)
  4921800    1.093    0.000    1.093    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:951(<listcomp>)
    37860    0.843    0.000    1.076    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\function_base.py:3859(sinc)
      750    0.006    0.000    1.057    0.001 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\format.py:517(write_array)
    37860    0.504    0.000    0.938    0.000 C:\Users\emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\pipeline_three.py:1033(_NormaliseSynth)
   151440    0.885    0.000    0.885    0.000 {method 'partition' of 'numpy.ndarray' objects}
   189300    0.483    0.000    0.836    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:603(obj2sctype)
   378600    0.451    0.000    0.822    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:728(issubdtype)
   379350    0.746    0.000    0.821    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\_methods.py:43(_count_reduce_items)
      750    0.813    0.001    0.813    0.001 {method 'tofile' of 'numpy.ndarray' objects}
    60052    0.048    0.000    0.792    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2792(round_)
    60052    0.062    0.000    0.744    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2723(around)
   378600    0.740    0.000    0.740    0.000 {method 'conjugate' of 'numpy.ndarray' objects}
   196752    0.587    0.000    0.739    0.000 C:\Users\emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\pipeline_three.py:522(_InBounds)
    30957    0.186    0.000    0.607    0.000 C:\Users\emily\Anaconda3\lib\random.py:282(sample)
   189300    0.583    0.000    0.583    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\getlimits.py:507(__init__)
   378600    0.208    0.000    0.565    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\signal\_arraytools.py:49(axis_reverse)
   189300    0.155    0.000    0.550    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:860(<lambda>)
   113580    0.275    0.000    0.494    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\fftpack\basic.py:123(_asfarray)
    60052    0.493    0.000    0.493    0.000 {method 'round' of 'numpy.ndarray' objects}
   795060    0.462    0.000    0.462    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\type_check.py:107(real)
   297012    0.458    0.000    0.458    0.000 {built-in method numpy.core.multiarray.result_type}
   113580    0.088    0.000    0.414    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\_internal.py:253(data_as)
   378600    0.314    0.000    0.380    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\type_check.py:60(<listcomp>)
   379199    0.369    0.000    0.369    0.000 {method 'ravel' of 'numpy.ndarray' objects}
   378600    0.269    0.000    0.348    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\signal\filter_design.py:1905(_relative_degree)
   189300    0.244    0.000    0.342    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\signal\filter_design.py:1815(<listcomp>)
   340740    0.335    0.000    0.335    0.000 {method 'flatten' of 'numpy.ndarray' objects}
   113580    0.326    0.000    0.326    0.000 C:\Users\emily\Anaconda3\lib\ctypes\__init__.py:484(cast)
   530040    0.223    0.000    0.313    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\ma\core.py:6192(isMaskedArray)
  2082300    0.310    0.000    0.310    0.000 {method 'lower' of 'str' objects}
   567900    0.310    0.000    0.310    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:1016(<listcomp>)
   378600    0.174    0.000    0.307    0.000 C:\Users\emily\Anaconda3\lib\site-packages\scipy\sparse\base.py:1111(isspmatrix)
   567900    0.305    0.000    0.305    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numerictypes.py:1015(<listcomp>)
   297012    0.244    0.000    0.303    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\function_base.py:13(_index_deprecate)
   731906    0.299    0.000    0.299    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
    47703    0.073    0.000    0.290    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:87(zeros_like)
      752    0.289    0.000    0.289    0.000 {built-in method io.open}
    23725    0.261    0.000    0.276    0.000 C:\Users\emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\pipeline_three.py:1620(AcceptFromLikelihood)
   189300    0.210    0.000    0.270    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\getlimits.py:376(__new__)
   567900    0.261    0.000    0.261    0.000 {method 'index' of 'list' objects}
   378600    0.246    0.000    0.246    0.000 {method 'index' of 'str' objects}
    61914    0.136    0.000    0.238    0.000 C:\Users\emily\Anaconda3\lib\abc.py:178(__instancecheck__)
      750    0.015    0.000    0.231    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\format.py:282(_write_array_header)
    62185    0.227    0.000    0.227    0.000 {built-in method numpy.core.multiarray.where}
   272413    0.225    0.000    0.225    0.000 {built-in method __new__ of type object at 0x00000000607FB3F0}
    12566    0.156    0.000    0.222    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\lib\function_base.py:4689(delete)
    37860    0.041    0.000    0.216    0.000 C:\Users\emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:910(argmax)
