         16405355 function calls (16302465 primitive calls) in 18.516 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      316    0.004    0.000    0.079    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:353(_plot_args)
   231287    0.077    0.000    0.077    0.000 {built-in method builtins.max}
   358674    0.073    0.000    0.075    0.000 {built-in method builtins.getattr}
       10    0.000    0.000    0.066    0.007 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:966(_update_ticks)
      479    0.003    0.000    0.065    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:629(set_clip_path)
      664    0.001    0.000    0.064    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\lines.py:945(get_path)
      664    0.011    0.000    0.063    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\lines.py:649(recache)
   113953    0.062    0.000    0.062    0.000 {built-in method math.log}
      316    0.002    0.000    0.062    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:1777(_update_line_limits)
       80    0.000    0.000    0.062    0.001 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:913(iter_ticks)
     1264    0.006    0.000    0.061    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:2463(isclose)
       36    0.000    0.000    0.060    0.002 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\spines.py:167(register_axis)
1464/1104    0.003    0.000    0.056    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\spines.py:440(get_spine_transform)
1536/1104    0.000    0.000    0.054    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\spines.py:161(_ensure_position_is_set)
       72    0.000    0.000    0.053    0.001 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\spines.py:395(set_position)
   113953    0.053    0.000    0.053    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:192(_assertRank2)
   351916    0.051    0.000    0.052    0.000 {method 'get' of 'dict' objects}
      316    0.002    0.000    0.051    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:296(_makeline)
   113963    0.050    0.000    0.050    0.000 {method 'transpose' of 'numpy.ndarray' objects}
    16728    0.050    0.000    0.050    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      489    0.001    0.000    0.049    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\patches.py:216(get_transform)
   227906    0.049    0.000    0.049    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:219(_isEmpty2d)
       10    0.000    0.000    0.048    0.005 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:1336(get_major_ticks)
      667    0.004    0.000    0.047    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:718(union)
     1540    0.002    0.000    0.046    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\markers.py:167(__init__)
      479    0.000    0.000    0.044    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\patches.py:721(get_patch_transform)
      479    0.003    0.000    0.044    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\patches.py:705(_update_patch_transform)
  182/164    0.001    0.000    0.042    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:558(_get_tick1line)
     1540    0.004    0.000    0.042    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\markers.py:251(set_marker)
  182/164    0.001    0.000    0.039    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:573(_get_tick2line)
  166/148    0.001    0.000    0.039    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:438(_get_tick1line)
       18    0.000    0.000    0.038    0.002 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:642(__init__)
  166/148    0.001    0.000    0.037    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:449(_get_tick2line)
      182    0.001    0.000    0.036    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:587(_get_gridline)
     1264    0.015    0.000    0.036    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:2522(within_tol)
4550/2957    0.014    0.000    0.035    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\units.py:124(get_converter)
      316    0.001    0.000    0.034    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:2775(set_xbound)
      166    0.001    0.000    0.034    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:464(_get_gridline)
   227927    0.033    0.000    0.033    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
     4616    0.007    0.000    0.033    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1886(any)
42829/37663    0.022    0.000    0.033    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:230(stale)
      329    0.003    0.000    0.032    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:2839(set_xlim)
    45879    0.013    0.000    0.031    0.000 {built-in method builtins.isinstance}
     3080    0.004    0.000    0.031    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\markers.py:200(_recache)
   120569    0.030    0.000    0.030    0.000 {built-in method builtins.hasattr}
 1674/730    0.001    0.000    0.029    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:756(get_yaxis_transform)
       93    0.001    0.000    0.028    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\text.py:935(get_window_extent)
 1530/650    0.001    0.000    0.028    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:676(get_xaxis_transform)
      316    0.001    0.000    0.027    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:3116(set_ybound)
      333    0.003    0.000    0.025    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:3161(set_ylim)
      881    0.005    0.000    0.024    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\font_manager.py:659(__init__)
     1996    0.003    0.000    0.022    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:1484(convert_units)
     2552    0.014    0.000    0.022    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:87(__init__)
     5825    0.004    0.000    0.022    0.000 {method 'all' of 'numpy.ndarray' objects}
       69    0.003    0.000    0.021    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\text.py:330(_get_layout)
    38953    0.021    0.000    0.021    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\__init__.py:825(__getitem__)
     1324    0.005    0.000    0.021    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:2820(_validate_converted_limits)
       10    0.000    0.000    0.020    0.002 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:1064(_get_tick_bboxes)
     2252    0.006    0.000    0.020    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:813(update)
     4617    0.004    0.000    0.020    0.000 {method 'any' of 'numpy.ndarray' objects}
     1936    0.015    0.000    0.019    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2868(nonsingular)
       18    0.000    0.000    0.019    0.001 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:873(set_clip_path)
      759    0.004    0.000    0.019    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\text.py:188(__init__)
     1564    0.003    0.000    0.019    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:1898(__init__)
     8753    0.011    0.000    0.019    0.000 C:\Users\Emily\Anaconda3\lib\abc.py:178(__instancecheck__)
     5825    0.002    0.000    0.018    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\_methods.py:40(_all)
     1845    0.006    0.000    0.018    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:749(__init__)
      479    0.001    0.000    0.018    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2028(rotate_deg_around)
      182    0.001    0.000    0.017    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:528(_get_text1)
       72    0.000    0.000    0.017    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:209(set_clip_path)
     3034    0.003    0.000    0.017    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:124(invalidate)
     1360    0.002    0.000    0.016    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\lines.py:1160(set_markerfacecolor)
      316    0.001    0.000    0.016    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:1337(contains_branch_seperately)
     3203    0.004    0.000    0.016    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1973(all)
      961    0.001    0.000    0.016    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:1425(update_units)
      166    0.001    0.000    0.016    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:405(_get_text1)
     4617    0.002    0.000    0.016    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\_methods.py:37(_any)
     2974    0.005    0.000    0.016    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2275(amin)
      316    0.001    0.000    0.016    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:1317(contains_branch)
     2025    0.002    0.000    0.015    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:1266(__add__)
       11    0.000    0.000    0.015    0.001 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\pyplot.py:3227(plot)
     3286    0.003    0.000    0.015    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:2301(safe_first_element)
      711    0.002    0.000    0.015    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\path.py:105(__init__)
      182    0.001    0.000    0.015    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:543(_get_text2)
      344    0.001    0.000    0.015    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:910(_set_artist_props)
   113953    0.015    0.000    0.015    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\linalg\linalg.py:130(_linalgRealType)
     2442    0.002    0.000    0.015    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:184(convert_xunits)
     2450    0.002    0.000    0.014    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:193(convert_yunits)
     8722    0.006    0.000    0.014    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:288(pchanged)
      166    0.001    0.000    0.014    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:422(_get_text2)
        1    0.000    0.000    0.014    0.014 C:\Users\Emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\pipeline.py:848(_CalculateRF)
     2025    0.003    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2552(composite_transform_factory)
5082/3034    0.009    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:135(_invalidate_internal)
      144    0.000    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\ticker.py:2488(__init__)
     3008    0.004    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2174(amax)
      144    0.000    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\ticker.py:1801(__init__)
     1676    0.002    0.000    0.013    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\lines.py:619(axes)
      288    0.001    0.000    0.012    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\ticker.py:1874(set_params)
      822    0.002    0.000    0.012    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2054(scale)
      316    0.002    0.000    0.012    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:214(_xy_from_xy)
     2548    0.005    0.000    0.012    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:2667(seterr)
     3091    0.001    0.000    0.012    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\_methods.py:28(_amin)
       10    0.000    0.000    0.011    0.001 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\ticker.py:1955(__call__)
       10    0.000    0.000    0.011    0.001 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\ticker.py:1959(tick_values)
      316    0.006    0.000    0.011    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:2240(<listcomp>)
      108    0.000    0.000    0.011    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\backends\backend_agg.py:214(get_text_width_height_descent)
       10    0.001    0.000    0.011    0.001 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\ticker.py:1904(_raw_ticks)
      711    0.005    0.000    0.011    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\path.py:204(_update_values)
     5588    0.006    0.000    0.011    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:1753(__init__)
     1360    0.004    0.000    0.011    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\lines.py:1047(set_linestyle)
      674    0.004    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:333(connect)
      658    0.002    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\colors.py:119(to_rgba)
     2252    0.001    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:846(<listcomp>)
     3159    0.001    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\_methods.py:25(_amax)
     2055    0.004    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2371(__init__)
      958    0.002    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2040(translate)
     1360    0.002    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\lines.py:1172(set_markerfacecoloralt)
      632    0.005    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:2259(<listcomp>)
  953/637    0.001    0.000    0.010    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2418(__eq__)
    10086    0.009    0.000    0.009    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:83(__init__)
      313    0.002    0.000    0.009    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_base.py:50(_process_plot_format)
     1392    0.003    0.000    0.009    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:818(_update_property)
       60    0.000    0.000    0.009    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axis.py:1300(_copy_tick_props)
      632    0.001    0.000    0.009    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\ticker.py:1976(view_limits)
      564    0.001    0.000    0.009    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:796(from_bounds)
      316    0.000    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:1657(__eq__)
     9208    0.005    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\six.py:586(iteritems)
      583    0.001    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:806(from_extents)
     1274    0.001    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\core\numeric.py:3064(__enter__)
    98/14    0.001    0.000    0.008    0.001 C:\Users\Emily\OneDrive\Documents\WORK\MATLAB\Scattered_Waves\RJMCMC\pipeline.py:915(_ETMTMSumFFT)
     2762    0.003    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:596(set_figure)
        1    0.000    0.000    0.008    0.008 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\axes\_axes.py:5070(imshow)
      316    0.001    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2314(__eq__)
     2500    0.008    0.000    0.008    0.000 {built-in method numpy.core.multiarray.dot}
      532    0.001    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:2008(rotate_deg)
     3189    0.003    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\artist.py:66(_stale_axes_callback)
  665/657    0.002    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:1769(__eq__)
      702    0.003    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\lib\shape_base.py:314(column_stack)
      664    0.002    0.000    0.008    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:195(broadcast_arrays)
    15158    0.007    0.000    0.007    0.000 C:\Users\Emily\Anaconda3\lib\_weakrefset.py:70(__contains__)
      532    0.004    0.000    0.007    0.000 C:\Users\Emily\Anaconda3\lib\site-packages\matplotlib\transforms.py:1992(rotate)
